,Years,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Relative Humidity,Wind,April,August,December,February,January,July,June,March,May,November,October,September,Acre,Alagoas,Amapa,Amazonas,Bahia,Ceara,Distrito Federal,Espirito Santo,Goias,Maranhao,Mato Grosso,Minas Gerais,Paraiba,Pará,Pernambuco,Piau,Rio
4198,2012,-35.3125,31.074,133.0,21.51,0.0,3.4780595969999997,27.72325872,0.713045719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4199,2013,-35.3125,31.656,133.0,19.755,0.0,2.8317536089999997,25.70130432,0.747523135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4200,2014,-35.3125,28.232,133.0,19.242,0.075531024,2.647652313,22.24650338,0.812954332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4201,2015,-35.3125,27.646,133.0,19.129,0.1132965,1.999066293,20.460763600000003,0.8227183220000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4202,2016,-35.3125,30.087,133.0,18.355,0.20256015600000002,2.487731026,23.32664748,0.7737333959999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4203,2017,-35.3125,29.088,133.0,18.820999999999998,6.425279207999999,1.874854005,20.51017212,0.85199522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4204,1998,-35.3125,27.398000000000003,133.0,17.825,0.020599358,2.881035844,21.39236175,0.8340941470000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4205,1999,-35.3125,27.546,133.0,15.11,0.18539429,2.120698527,20.76464205,0.82636287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4206,2000,-35.3125,24.578000000000003,133.0,16.365,0.006866453000000001,3.845711037,22.2306552,0.8451517159999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4207,2001,-35.3125,24.941999999999997,133.0,17.172,0.446319425,2.969496551,21.08664869,0.874246948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4208,2002,-35.3125,25.338,133.0,17.845,0.363922294,2.869892047,16.68986591,0.859051201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4209,2003,-35.3125,29.295,133.0,16.287,0.20942686100000002,2.8058194289999996,27.34238364,0.794621476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4210,2004,-35.3125,27.761999999999997,133.0,16.744,0.346756154,2.9952895180000003,14.64323424,0.822543618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4211,2005,-35.3125,25.022,133.0,17.9,0.9613037520000001,3.094330568,7.545262095,0.8274239059999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4212,2006,-35.3125,27.281,133.0,18.162,0.041198753,2.819398127,20.32519491,0.8160363979999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4213,2007,-35.3125,28.840999999999998,133.0,20.053,0.267791753,2.945406425,21.69543094,0.790928401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4214,2008,-35.3125,30.151999999999997,133.0,16.358,0.027465815,2.6887288419999997,24.34423617,0.766207038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4215,2009,-35.3125,30.412,133.0,16.395,0.0,2.811207472,23.92312384,0.7769106640000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4216,2010,-35.3125,22.256999999999998,133.0,19.003,1.519202966,2.823300265,4.240206231,0.925152234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4217,2011,-35.3125,28.345,133.0,16.961,0.8205417290000001,2.572163796,19.32597822,0.8465446940000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4218,2012,-35.3125,20.483,133.0,18.21,3.02810652,2.748005287,3.4032198360000003,0.9398313779999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4219,2013,-35.3125,22.04,133.0,17.785,1.311491628,3.65084673,9.931612021,0.898781539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4220,2014,-35.3125,27.326,133.0,15.772,0.102996857,3.262608886,15.97289603,0.803226456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4221,2015,-35.3125,27.235,133.0,19.745,2.863312178,3.709607687,11.4220002,0.8396631590000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4222,2016,-35.3125,31.33,133.0,18.133,0.053215009,3.289047151,22.77569988,0.74036591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4223,2017,-35.3125,33.434,133.0,19.064,0.02746584,2.46320605,25.24070878,0.704518085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4224,1998,-35.3125,31.945,133.0,17.98,0.0,2.931952143,26.6987158,0.7286516209999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4225,1999,-35.3125,33.253,133.0,17.764,0.092697098,2.7703910360000004,26.58938968,0.718265522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4226,2000,-35.3125,29.513,133.0,18.377,0.0,2.193774449,18.12005051,0.7637780690000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4227,2001,-35.3125,34.365,133.0,18.934,0.0,2.813604831,24.39893144,0.617506841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4228,2002,-35.3125,23.34,133.0,19.94,4.119877109,2.074635701,6.24874254,0.926186376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4229,2003,-35.3125,28.605999999999998,133.0,17.488,0.581932177,2.4452715130000002,20.68817106,0.831127657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4230,2004,-35.3125,26.874000000000002,133.0,14.208,0.439453152,2.518770934,19.22542697,0.8334532840000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4231,2005,-35.3125,25.691,133.0,17.192999999999998,0.199127174,2.7062499680000003,16.92857562,0.852269304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4232,2006,-35.3125,21.879,133.0,18.634,1.622200334,3.0531268289999995,5.5319953879999995,0.914803728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4233,2007,-35.3125,28.419,133.0,17.070999999999998,0.034332257000000005,3.025691062,25.65129676,0.79130245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4234,2008,-35.3125,30.561,133.0,15.017000000000001,0.018882752,2.8256040039999997,25.54075633,0.737063465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4235,2009,-35.3125,33.521,133.0,19.674,0.436019929,3.78911332,21.13534884,0.621012556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4236,2010,-35.3125,27.151,133.0,18.503,0.212860109,2.279541809,11.92328458,0.78216608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4237,2011,-35.3125,28.659000000000002,133.0,18.39,0.7158279740000001,2.707987422,26.24192154,0.781203622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4238,2012,-35.3125,27.311999999999998,133.0,18.958,0.18711068399999997,2.862061237,20.28669854,0.8160079920000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4239,2013,-35.3125,28.674,133.0,17.902,0.8737563490000001,2.034016179,24.23657557,0.849665848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4240,2014,-35.3125,27.801,133.0,18.430999999999997,0.075531038,3.297536568,19.45165927,0.8210129540000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4241,2015,-35.3125,26.930999999999997,133.0,17.195,0.387954749,3.4586781039999996,17.67576793,0.826599786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4242,2016,-35.3125,28.276999999999997,133.0,14.817,0.0,2.727189954,18.61285931,0.815167097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4243,2017,-41.25,28.274,-9999.0,26.063000000000002,2.3191435080000002,4.919529866,13.95764694,0.804272245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4244,1998,-41.25,29.915,-9999.0,25.646,0.0,4.712682492,29.48506495,0.754808017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4245,1999,-41.25,28.488000000000003,-9999.0,25.959,0.580216104,4.621425264,25.86577516,0.839755694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4246,2000,-41.25,25.156,-9999.0,22.596999999999998,0.39482136,3.7195028569999997,22.30869852,0.6889719409999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4247,2001,-41.25,23.918000000000003,-9999.0,22.011999999999997,1.318359852,5.411502182,8.50303332,0.7106870009999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4248,2002,-41.25,22.528000000000002,-9999.0,20.046,1.54151892,5.410336105,6.96341196,0.695305576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4249,2003,-41.25,22.759,-9999.0,21.635,1.702882152,4.646126263999999,14.95664892,0.831805475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4250,2004,-41.25,24.939,-9999.0,22.165,0.187111102,3.5853285980000003,15.562467000000002,0.790635325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4251,2005,-41.25,25.377,-9999.0,20.849,0.017166139,7.279724483,21.61878192,0.77240846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4252,2006,-41.25,25.441999999999997,-9999.0,22.267,1.90544112,4.677450032,25.01145389,0.800389397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4253,2007,-41.25,24.249000000000002,-9999.0,22.474,0.38108813,3.14318056,21.7173933,0.7458926640000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4254,2008,-41.25,26.081,-9999.0,22.379,0.013732906000000001,3.74317853,28.86732216,0.7962080140000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4255,2009,-41.25,27.629,-9999.0,24.71,0.0,6.086385412,22.92079842,0.767658123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4256,2010,-41.25,29.28,-9999.0,25.491999999999997,5.3832987,6.54563391,27.772992,0.7592375790000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4257,2011,-41.25,26.866,-9999.0,25.123,8.181381506000001,5.290024265,20.3917518,0.851270667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4258,2012,-41.25,28.174,-9999.0,25.438000000000002,0.0,4.763686699,23.13106632,0.764902752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4259,2013,-41.25,25.608,-9999.0,23.463,1.393032744,2.410649521,18.6401754,0.824859199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4260,2014,-41.25,21.467,-9999.0,20.08,0.027465811,9.490063462,12.44491992,0.696782008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4261,2015,-41.25,24.16,-9999.0,21.374000000000002,0.21286045399999998,8.276404832,8.8113951,0.7323823009999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4262,2016,-41.25,23.91,-9999.0,21.910999999999998,0.020599366,3.665125554,17.39126412,0.8095890990000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4263,2017,-41.25,25.802,-9999.0,21.627,0.0,6.191792652999999,21.22267284,0.750340014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4264,1998,-41.25,22.66,-9999.0,21.006,0.0,4.565589734,15.81665911,0.79678296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4265,1999,-41.25,22.706,-9999.0,21.085,5.9755338,5.4718562770000005,16.39653102,0.8546192840000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4266,2000,-41.25,25.839000000000002,-9999.0,23.651999999999997,17.25540264,3.553591719,28.16651592,0.864790665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4267,2001,-41.25,26.737,-9999.0,23.839000000000002,0.0,4.842570468,30.370059,0.8101499640000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4268,2002,-41.25,26.921,-9999.0,24.410999999999998,74.75509843,7.189052962000001,9.93352788,0.88226323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4269,2003,-41.25,28.496,-9999.0,25.002,0.0,3.3170982280000003,27.74452545,0.777570381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4270,2004,-41.25,27.405,-9999.0,25.288,1.84021056,2.997343532,23.28289308,0.842716142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4271,2005,-41.25,24.752,-9999.0,22.438000000000002,0.0,2.165499031,20.15370468,0.6224349370000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4272,2006,-41.25,23.78,-9999.0,20.601999999999997,0.06179814,5.390184422000001,15.61055364,0.77357264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4273,2007,-41.25,24.015,-9999.0,20.116,0.0,7.3651775520000005,15.9239736,0.711409581,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4274,2008,-41.25,20.125,-9999.0,19.11,3.50532396,7.795123337000001,5.85421668,0.7705387840000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4275,2009,-41.25,24.848000000000003,-9999.0,22.107,0.0,7.096607087000001,20.64352212,0.712382452,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4276,2010,-41.25,26.426,-9999.0,21.498,0.0034332259999999997,6.671222283,24.44411023,0.742410895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4277,2011,-41.25,26.28,-9999.0,23.932,0.0,4.593059135,27.1777518,0.8227843659999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4278,2012,-41.25,27.381999999999998,-9999.0,24.26,0.0,5.944319851,27.56396358,0.8018346279999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4279,2013,-41.25,24.815,-9999.0,22.502,0.0,3.1740028639999998,30.36385692,0.785222443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4280,2014,-41.25,28.829,-9999.0,25.406999999999996,2.949141146,5.068852366000001,28.83200814,0.7704255520000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4281,2015,-41.25,28.169,-9999.0,25.311999999999998,0.0,5.341087905,28.33385796,0.79956302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4282,2016,-41.25,28.500999999999998,-9999.0,25.064,0.0,5.315854021,24.28261308,0.7954330540000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4283,2017,-41.25,28.239,-9999.0,23.866,0.0,4.739227034,20.35091124,0.750446924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4284,1998,-41.25,24.109,-9999.0,22.528000000000002,0.961303824,5.33947583,14.83262172,0.773406741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4285,1999,-41.25,24.615,-9999.0,22.984,19.99683432,5.333066395,9.07768512,0.848042627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4286,2000,-41.25,26.715,-9999.0,22.337,0.0,6.698480503,16.39473588,0.701391249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4287,2001,-41.25,23.435,-9999.0,22.026,1.773262325,6.985720725,18.64125234,0.792998584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4288,2002,-41.25,21.053,-9999.0,18.47,3.0057948,10.87945407,20.61961524,0.697495931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4289,2003,-41.25,23.975,-9999.0,21.796,0.9767520359999999,4.929899347,25.23982896,0.8047191140000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4290,2004,-41.25,25.825,-9999.0,23.779,7.635496852999999,3.7449252289999997,25.32892572,0.872108463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4291,2005,-41.25,26.268,-9999.0,23.913,51.55679454,5.558048274,19.87959816,0.870210569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4292,2006,-41.25,26.165,-9999.0,22.901999999999997,0.017166146,2.860986977,29.4774147,0.8762733009999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4293,2007,-41.25,29.021,-9999.0,24.168000000000003,0.0,5.406572631,28.55981477,0.7406302709999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4294,2008,-41.25,28.363000000000003,-9999.0,25.56,0.0,5.037288498000001,25.15510872,0.792389545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4295,2009,-41.25,25.038,-9999.0,24.386999999999997,1.572418836,3.1525745339999998,7.03934748,0.778964931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4296,2010,-41.25,27.247,-9999.0,23.930999999999997,0.0,5.779871215,16.94125872,0.7782665540000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4297,2011,-41.25,26.576,-9999.0,23.186,0.0,3.8141179380000003,15.38465058,0.776744465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4298,2012,-41.25,22.31,-9999.0,20.881,0.102996806,5.9561937160000005,13.74851376,0.723180543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4299,2013,-41.25,27.315,-9999.0,22.664,0.0,6.951287128,19.49850126,0.715566102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4300,2014,-41.25,22.985,-9999.0,21.041,0.29697412300000003,7.872059057,17.37815454,0.750408837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4301,2015,-41.25,27.069000000000003,-9999.0,23.124000000000002,0.0,8.277994521,26.93845872,0.7470604390000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4302,2016,-41.25,28.2,-9999.0,23.204,0.46691928,6.0598575,28.84854528,0.773205197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4303,1998,-41.25,25.555,-9999.0,24.115,17.92488024,2.9820284619999997,27.40943322,0.901082367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4304,1999,-41.25,29.044,-9999.0,25.119,0.0,3.9068816460000004,30.336128100000003,0.836578591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4305,2000,-41.25,27.862,-9999.0,24.842,0.0,6.2287657979999995,30.00982626,0.782015705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4306,2001,-41.25,29.058000000000003,-9999.0,25.965,0.07209792,7.100675146,25.15623642,0.7709142309999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4307,2002,-41.25,26.969,-9999.0,25.941,7.043269975,2.541117353,7.56995454,0.85111771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4308,2003,-41.25,23.95,-9999.0,22.953000000000003,3.40919712,5.714790558,3.8880576000000002,0.7689239659999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4309,2004,-41.25,24.851,-9999.0,23.021,4.737859092,2.143473303,14.56593768,0.843319866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4310,2005,-41.25,27.12,-9999.0,22.618000000000002,0.0,6.736115956,16.08400548,0.676615416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4311,2006,-41.25,24.383000000000003,-9999.0,22.656999999999996,0.0,3.581941633,17.82933462,0.7956410509999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4312,2007,-41.25,24.113000000000003,-9999.0,21.391,0.259209072,7.802003981,22.34148696,0.755954056,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4313,2008,-41.25,26.628,-9999.0,23.553,0.0,5.936237866,18.02042082,0.7662905409999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4314,2009,-41.25,22.788,-9999.0,20.855,2.08311341,5.065533507,10.91688678,0.7471486079999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4315,2010,-41.25,27.159000000000002,-9999.0,24.971999999999998,4.027177332,5.119439119,21.17103228,0.824120528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4316,2011,-41.25,24.668000000000003,-9999.0,22.979,4.684641214,3.1047876469999998,11.51786538,0.778550582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4317,2012,-41.25,27.584,-9999.0,24.38,0.0,6.608134102999999,29.31891048,0.7924661540000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4318,2013,-41.25,26.406999999999996,-9999.0,24.962,7.184030882,3.40169774,11.46785454,0.867875326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4319,2014,-41.25,27.774,-9999.0,25.064,0.0,5.648601361,21.55967028,0.7976887709999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4320,2015,-41.25,26.848000000000003,-9999.0,24.430999999999997,0.0,4.542072576,18.09888588,0.825499413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4321,2016,-41.25,22.511,-9999.0,21.004,3.580856784,3.093821596,7.48850796,0.858429043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4322,2017,-41.25,25.724,-9999.0,22.28,0.0,5.865514457000001,15.4148076,0.7809790520000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
